subject,price,listId,lastBumpAgeSecs,oldPrice,professionalAd,isFeatured,videoCount,isChatEnabled,url,thumbnail,date,imageCount,location,category,searchCategoryLevelZero,searchCategoryLevelOne,accountActivityStatus,position,olxPay,olxDelivery,vehicleReport,vehicleTags,vehiclePills,tags,priorityAdImage
Cobertura Duplex  Mobiliada junto metrô: Sala 3 quartos/1 suite  independente com terração,R$ 4.500,1041979740,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/cobertura-duplex-mobiliada-junto-metro-sala-3-quartos-1-suite-independente-com-terracao-1041979740,https://img.olx.com.br/thumbs256x256/50/506287538221285.jpg,1654583409,10,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},22,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '100m²'}, {'label': 'Condomínio: R$ 190'}, {'label': '1 vaga'}]",False
Excelente casa próxima a Faculdade La Salle,R$ 4.950,1041979358,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-casa-proxima-a-faculdade-la-salle-1041979358,https://img.olx.com.br/thumbs256x256/50/508266652051841.jpg,1654583142,20,"Niterói, Santa Rosa",Casas,1000,1002,{'isOnline': False},23,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '290m²'}, {'label': 'Condomínio: R$ 1'}, {'label': '3 vagas'}]",False
Apartamento para aluguel tem 85 metros quadrados com 2 quartos em Santa Rosa,R$ 1.100,1041979090,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-tem-85-metros-quadrados-com-2-quartos-em-santa-rosa-1041979090,https://img.olx.com.br/thumbs256x256/50/504211773312296.jpg,1654582999,10,"Niterói, Icaraí",Apartamentos,1000,1002,{'isOnline': False},24,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '85m²'}, {'label': 'Condomínio: R$ 830'}, {'label': '1 vaga'}]",False
RIO DE JANEIRO - Apartamento Padrão - Cachambi,R$ 1.100,1041978980,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-apartamento-padrao-cachambi-1041978980,https://img.olx.com.br/thumbs256x256/50/504238296841852.jpg,1654582945,17,"Rio de Janeiro, Cachambi",Apartamentos,1000,1002,{'isOnline': False},25,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '78m²'}, {'label': 'Condomínio: R$ 766'}, {'label': '1 vaga'}]",False
Apartamento para locação na Praia de Icaraí,R$ 1.400,1041978838,0,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-locacao-na-praia-de-icarai-1041978838,https://img.olx.com.br/thumbs256x256/50/509268414082036.jpg,1654582855,17,"Niterói, Icaraí",Apartamentos,1000,1002,{'isOnline': False},26,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '60m²'}, {'label': 'Condomínio: R$ 1.222'}]",False
Rio de Janeiro - Apartamento Padrão - Copacabana,R$ 1.700,1041978653,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-apartamento-padrao-copacabana-1041978653,https://img.olx.com.br/thumbs256x256/50/500254653386956.jpg,1654582724,20,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},27,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '45m²'}, {'label': 'Condomínio: R$ 626'}]",False
Apartamento para locação na Rua Tiradentes,R$ 2.500,1041978391,0,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-locacao-na-rua-tiradentes-1041978391,https://img.olx.com.br/thumbs256x256/50/503274656010876.jpg,1654582560,20,"Niterói, Ingá",Apartamentos,1000,1002,{'isOnline': False},28,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '130m²'}, {'label': 'Condomínio: R$ 1.500'}, {'label': '2 vagas'}]",False
RIO DE JANEIRO - Casa Padrão - RECREIO DOS BANDEIRANTES,R$ 6.000,1041978384,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-casa-padrao-recreio-dos-bandeirantes-1041978384,https://img.olx.com.br/thumbs256x256/50/503227535773717.jpg,1654582558,14,"Rio de Janeiro, Vargem Pequena",Casas,1000,1002,{'isOnline': False},29,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '338m²'}, {'label': 'Condomínio: R$ 938'}]",False
Apartamento 3 Quartos - Botafogo,R$ 2.450,1041978059,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-3-quartos-botafogo-1041978059,https://img.olx.com.br/thumbs256x256/50/508229899373918.jpg,1654582320,17,"Rio de Janeiro, Botafogo",Apartamentos,1000,1002,{'isOnline': False},30,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '96m²'}, {'label': 'Condomínio: R$ 710'}]",False
Rio de Janeiro - Casa de Condomínio - Barra da Tijuca,R$ 27.000,1041978057,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-casa-de-condominio-barra-da-tijuca-1041978057,https://img.olx.com.br/thumbs256x256/50/504212778973218.jpg,1654582319,20,"Rio de Janeiro, Barra da Tijuca",Casas,1000,1002,{'isOnline': False},31,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '700m²'}, {'label': 'Condomínio: R$ 1.200'}, {'label': '4 vagas'}]",False
"Apartamento com 2 dormitórios, 75 m² - venda por R$ 650.000,00 ou aluguel por R$ 3.000,00/",R$ 3.000,1041977623,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-com-2-dormitorios-75-m-venda-por-r-650-000-00-ou-aluguel-por-r-3-000-00-1041977623,https://img.olx.com.br/thumbs256x256/50/506296414574222.jpg,1654581950,9,"Rio de Janeiro, Santa Cruz",Apartamentos,1000,1002,{'isOnline': False},32,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '75m²'}, {'label': 'Condomínio: R$ 1.500'}, {'label': '1 vaga'}]",False
"Apartamento com 4 dormitórios, 200 m² - venda por R$ 1.500.000,00 ou aluguel por R$ 5.000,",R$ 5.000,1041977082,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-com-4-dormitorios-200-m-venda-por-r-1-500-000-00-ou-aluguel-por-r-5-000-1041977082,https://img.olx.com.br/thumbs256x256/50/503278293091779.jpg,1654581575,20,"Niterói, Icaraí",Apartamentos,1000,1002,{'isOnline': False},33,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '200m²'}, {'label': 'Condomínio: R$ 2.700'}, {'label': '1 vaga'}]",False
Apartamento para venda possui 115 metros quadrados com 3 quartos em Ipanema - Rio de Janei,R$ 11.500,1041977034,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-venda-possui-115-metros-quadrados-com-3-quartos-em-ipanema-rio-de-janei-1041977034,https://img.olx.com.br/thumbs256x256/50/503211530395375.jpg,1654581529,20,"Rio de Janeiro, Ipanema",Apartamentos,1000,1002,{'isOnline': False},34,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '115m²'}, {'label': 'Condomínio: R$ 3.255'}, {'label': '1 vaga'}]",False
"Casa com 4 dormitórios - venda por R$ 1.750.000,00 ou aluguel por R$ 11.500,00/mês - Recre",R$ 11.500,1041976661,0,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-com-4-dormitorios-venda-por-r-1-750-000-00-ou-aluguel-por-r-11-500-00-mes-recre-1041976661,https://img.olx.com.br/thumbs256x256/50/500264175179103.jpg,1654581266,20,"Rio de Janeiro, Recreio dos Bandeirantes",Casas,1000,1002,{'isOnline': False},35,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '260m²'}, {'label': 'Condomínio: R$ 1.057'}, {'label': '2 vagas'}]",False
"Apartamento para Aluguel - Irajá, 2 Quartos,  60 m2",R$ 1.700,1041976457,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-iraja-2-quartos-60-m2-1041976457,https://img.olx.com.br/thumbs256x256/50/508244535714473.jpg,1654581105,20,"Rio de Janeiro, Irajá",Apartamentos,1000,1002,{'isOnline': False},36,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '60m²'}, {'label': 'Condomínio: R$ 585'}, {'label': '1 vaga'}]",False
"Apartamento para Aluguel - Copacabana, 1 Quarto,  35 m2",R$ 1.980,1041976099,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-copacabana-1-quarto-35-m2-1041976099,https://img.olx.com.br/thumbs256x256/50/506261415781716.jpg,1654580895,20,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},37,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '35m²'}, {'label': 'Condomínio: R$ 800'}]",False
"Apartamento com 2 dormitórios, 80 m² - venda por R$ 500.000,00 ou aluguel por R$ 1.500,00/",R$ 1.500,1041975997,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-com-2-dormitorios-80-m-venda-por-r-500-000-00-ou-aluguel-por-r-1-500-00-1041975997,https://img.olx.com.br/thumbs256x256/50/504298173659851.jpg,1654580842,20,"Niterói, Badu",Apartamentos,1000,1002,{'isOnline': False},38,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '80m²'}, {'label': 'Condomínio: R$ 1.024'}]",False
Vista Verde . Parque . silêncio incrível . metrô e praia a  2 min,R$ 2.000,1041975956,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vista-verde-parque-silencio-incrivel-metro-e-praia-a-2-min-1041975956,https://img.olx.com.br/thumbs256x256/50/500243410493665.jpg,1654580820,20,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},39,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '56m²'}, {'label': 'Condomínio: R$ 730'}]",False
Alugo Loft Itaipu Maravista. Mobiliado,R$ 1.350,1041975758,0,,False,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-loft-itaipu-maravista-mobiliado-1041975758,https://img.olx.com.br/thumbs256x256/50/504297290742533.jpg,1654580762,1,"Niterói, Maravista",Casas,1000,1002,{'isOnline': False},40,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '30m²'}]",False
RIO DE JANEIRO - Apartamento Padrão - BARRA DA TIJUCA,R$ 2.500,1041975667,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-apartamento-padrao-barra-da-tijuca-1041975667,https://img.olx.com.br/thumbs256x256/50/505253779850657.jpg,1654580724,19,"Rio de Janeiro, Barra da Tijuca",Apartamentos,1000,1002,{'isOnline': False},41,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '76m²'}, {'label': 'Condomínio: R$ 1.012'}, {'label': '1 vaga'}]",False
